Scheme_Name,Net_Asset_Value,Outstanding_Number_of_Units,Nav_Per_Unit,Sale_Price_per_Unit,Repurchase_Price/Unit,Date_Valued,Year,Month,Week,Day
Liquid Fund,7.40314E+11,2036776759,363.4731,363.4731,363.4731,7/11/2023,2023,7,28,11
Liquid Fund,7.36355E+11,2026434012,363.3749,363.3749,363.3749,7/10/2023,2023,7,28,10
Liquid Fund,7.34445E+11,2023370528,362.9809,362.9809,362.9809,7/6/2023,2023,7,27,6
Liquid Fund,7.29551E+11,2010431475,362.8826,362.8826,362.8826,7/5/2023,2023,7,27,5
Liquid Fund,7.25921E+11,2000976764,362.7835,362.7835,362.7835,7/4/2023,2023,7,27,4
Liquid Fund,7.21547E+11,1990737336,362.4523,362.4523,362.4523,7/3/2023,2023,7,27,3
Liquid Fund,7.24658E+11,2000990985,362.1494,362.1494,362.1494,6/30/2023,2023,6,26,30
Liquid Fund,7.25169E+11,2003506707,361.9499,361.9499,361.9499,6/28/2023,2023,6,26,28
Liquid Fund,7.22467E+11,1997307286,361.7204,361.7204,361.7204,6/27/2023,2023,6,26,27
Liquid Fund,7.21113E+11,1994119637,361.6198,361.6198,361.6198,6/26/2023,2023,6,26,26
Liquid Fund,7.29563E+11,2019172067,361.3177,361.3177,361.3177,6/23/2023,2023,6,25,23
Liquid Fund,7.29567E+11,2019737769,361.2187,361.2187,361.2187,6/22/2023,2023,6,25,22
Liquid Fund,7.28757E+11,2018047666,361.1198,361.1198,361.1198,6/21/2023,2023,6,25,21
Liquid Fund,7.29373E+11,2020308449,361.0206,361.0206,361.0206,6/20/2023,2023,6,25,20
Liquid Fund,7.26961E+11,2014175836,360.9223,360.9223,360.9223,6/19/2023,2023,6,25,19
Liquid Fund,7.25982E+11,2013119335,360.6253,360.6253,360.6253,6/16/2023,2023,6,24,16
Liquid Fund,7.267E+11,2015666862,360.5259,360.5259,360.5259,6/15/2023,2023,6,24,15
Liquid Fund,7.26233E+11,2014926802,360.4266,360.4266,360.4266,6/14/2023,2023,6,24,14
Liquid Fund,7.39812E+11,2056018948,359.8273,359.8273,359.8273,6/13/2023,2023,6,24,13
Liquid Fund,7.38335E+11,2052479920,359.728,359.728,359.728,6/12/2023,2023,6,24,12
Liquid Fund,7.38229E+11,2053886431,359.4302,359.4302,359.4302,6/9/2023,2023,6,23,9
Liquid Fund,7.3787E+11,2053454174,359.3313,359.3313,359.3313,6/8/2023,2023,6,23,8
Liquid Fund,7.37194E+11,2052139904,359.232,359.232,359.232,6/7/2023,2023,6,23,7
Liquid Fund,7.36914E+11,2051925051,359.1329,359.1329,359.1329,6/6/2023,2023,6,23,6
